89518.8,89519.8,89562.7,89600.5,90002.9,90299.5,90617.7,91222.5,91518.4,92168.8,92527.1,92900.5,93729.1,94223.6,94745,95820.7,96321.4,96840.3,97931.2,98510.8,99098.1,99713.3,100980.3,101640.4,102321,103760.1,104518.5,105276.1,106815.2,107593.2,109161.6,109936.2,110730.6,112358,113192.9,114067.7,114931,116730,117632.7,118547.3,120452.2,121402,122373.6,124274.1,125222.8,127116.9,128057.7,128990.1,129943.1,131813.6,132744.1,134613.9,135560.6,136494.9,138373,139337.2,140290.2,141257.5,143214.9,144230,145212.9,147184.6,148160.6,149126.3,150973.8,151818.8,152624.4,147262.9,91462.4,89934.8,90015.4,90225.9,90066.3,89828.6,89618.6,89553.1,89564,89549.9,89530.1,89312.4,89283,89272.6,89242.7,89192.4,89165.5,89197.2,89261.1,89233.1,89140.9,89073.1,89046.5,89076.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.8 ML AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
